Dsu1,Dsu2,Dsu3,Dsu4,Dsu5,msu1,msu2,msu3,msu4,msu5,mu1d,mu2d,mu3d,mu4d,mu5d,output
0.25714,0.095532,0.69016,0.13629,0.54642,1,2,2,3,2,2,2,2,1,1,3
0.081225,0.15093,0.46718,0.060186,0.60584,2,2,2,2,3,1,3,2,2,2,5
0.67054,0.34834,0.21407,0.6444,0.20139,3,1,1,3,3,3,3,2,2,2,4
0.27058,0.91141,0.065848,0.94577,0.38441,3,2,1,1,3,2,1,2,1,3,5
0.93082,0.76288,0.018019,0.29998,0.50553,2,3,2,2,1,2,2,2,2,1,2
0.78754,0.89528,0.94987,0.78888,0.787,2,1,2,2,2,3,1,3,1,3,5
0.42687,0.93179,0.91796,0.76199,0.74051,1,1,1,1,1,2,2,2,2,1,1
0.12061,0.13753,0.52274,0.52498,0.45426,1,2,1,2,3,3,2,2,1,1,3
0.97637,0.055934,0.12226,0.76628,0.98621,1,1,2,3,2,3,1,2,1,2,4
0.2756,0.84444,0.87202,0.016922,0.1676,2,3,2,2,2,1,2,2,1,1,2
0.58645,0.14655,0.63091,0.9944,0.10694,1,2,2,1,2,1,1,3,1,1,3
0.97204,0.498,0.64753,0.74822,0.41918,2,3,2,3,3,1,1,1,1,3,5
0.84105,0.4787,0.79874,0.53076,0.93768,2,2,3,3,2,3,3,2,3,1,4
0.3344,0.95647,0.63308,0.5077,0.91165,1,2,1,1,2,1,2,2,1,3,3
0.80142,0.55026,0.30138,0.96943,0.37204,2,1,2,1,3,1,2,1,1,3,5
0.129,0.57328,0.44143,0.0085531,0.72918,2,3,1,2,1,1,1,3,1,1,3
0.62687,0.35103,0.40343,0.95939,0.81254,1,3,3,1,2,2,1,1,2,3,5
0.22232,0.36286,0.92166,0.71186,0.96878,1,2,2,3,2,3,2,1,1,2,4
0.34505,0.43164,0.33638,0.25512,0.97353,1,2,3,2,2,2,2,2,3,2,2
0.80437,0.89874,0.94607,0.29761,0.27061,3,2,3,3,1,2,3,2,2,1,1
0.29196,0.91418,0.49482,0.30594,0.088001,3,3,2,2,2,1,1,2,2,3,3
0.91149,0.50337,0.73129,0.45835,0.0075487,1,3,1,3,1,2,3,1,1,2,2
0.86463,0.8898,0.74656,0.93423,0.31248,1,3,3,1,1,3,3,2,3,3,3
0.030429,0.52671,0.42514,0.099084,0.7757,1,3,3,1,3,3,2,3,1,3,3
0.93101,0.88113,0.84938,0.41481,0.30811,1,1,2,2,2,3,3,2,1,2,5
0.86785,0.63359,0.51961,0.42822,0.45067,1,2,3,3,3,3,3,3,1,1,3
0.3338,0.91749,0.76671,0.1061,0.70526,1,1,2,3,2,2,2,1,3,3,5
0.7336,0.15071,0.13017,0.63614,0.81982,3,3,1,2,2,1,2,2,3,2,4
0.065437,0.091685,0.66773,0.89982,0.66804,1,3,3,1,1,3,1,2,3,2,3
0.2649,0.62672,0.5013,0.82525,0.50666,2,3,3,1,3,2,2,3,2,1,3
0.25437,0.16925,0.65556,0.12011,0.30618,3,2,3,2,1,1,1,2,1,2,3
0.060191,0.48421,0.34834,0.17237,0.15489,1,2,2,3,2,2,2,3,1,2,3
0.67334,0.52197,0.56229,0.26776,0.85374,3,3,2,3,3,3,1,1,1,1,1
0.8751,0.33406,0.036714,0.33311,0.95328,1,1,2,1,1,2,2,1,3,1,4
0.15418,0.95909,0.37998,0.020541,0.78538,3,3,2,2,2,3,2,1,1,3,5
0.58207,0.99172,0.079263,0.28866,0.86132,1,3,3,2,1,2,2,2,2,2,4
0.98045,0.69312,0.19989,0.15447,0.53557,2,1,1,1,3,1,3,1,3,3,5
0.64748,0.43183,0.50516,0.82295,0.3223,3,1,3,2,2,2,1,1,3,1,1
0.18405,0.26312,0.71258,0.57304,0.51961,1,1,1,1,3,1,1,1,3,3,5
0.70348,0.077327,0.71326,0.66902,0.43419,1,3,2,2,1,3,3,3,1,2,3
0.12754,0.30657,0.6686,0.72554,0.82265,2,1,3,1,1,3,1,2,2,1,3
0.76982,0.14728,0.27212,0.54028,0.36786,2,3,3,1,3,3,3,3,2,1,3
0.34664,0.10099,0.66177,0.91994,0.24835,3,2,2,3,3,1,3,1,3,1,3
0.84208,0.041729,0.0050221,0.3013,0.76557,2,2,1,2,3,1,3,2,2,3,5
0.27875,0.81644,0.87277,0.38324,0.62775,1,3,2,1,1,1,3,1,3,3,2
0.22705,0.88706,0.030766,0.59467,0.97204,1,1,3,2,2,2,2,3,2,1,4
0.58027,0.10626,0.062954,0.94071,0.37101,1,1,2,1,1,2,3,3,3,1,1
0.092736,0.16424,0.5699,0.6721,0.42095,3,1,2,3,2,2,1,1,2,3,4
0.2955,0.077516,0.93371,0.23803,0.72884,2,1,2,2,3,2,1,1,2,2,5
0.75313,0.16286,0.9155,0.0027962,0.50417,3,3,1,1,1,2,1,1,2,3,1
0.86643,0.14536,0.50923,0.81429,0.73011,1,3,2,1,1,3,3,3,1,2,3
0.87152,0.53188,0.46508,0.4062,0.49494,2,2,3,3,2,1,3,3,1,3,3
0.587,0.74943,0.41162,0.69533,0.12045,3,3,2,1,1,2,1,3,1,1,1
0.16069,0.90237,0.41568,0.39788,0.12383,1,1,3,1,3,2,1,2,3,2,3
0.26432,0.95321,0.39785,0.32761,0.35841,1,2,3,1,1,3,2,1,1,3,5
0.79141,0.48484,0.2602,0.91387,0.1673,2,2,2,3,1,1,2,3,3,3,2
0.70046,0.73384,0.81831,0.046728,0.11763,3,2,1,3,3,1,1,1,3,3,1
0.35483,0.12967,0.61085,0.15951,0.099042,3,1,2,1,3,2,3,3,2,2,3
0.92103,0.73139,0.5911,0.27034,0.22809,2,2,1,1,2,1,3,2,2,2,2
0.034135,0.0059171,0.41002,0.96726,0.25629,3,3,2,3,1,3,1,3,3,2,3
0.21594,0.24623,0.79185,0.9668,0.33552,1,3,2,3,3,2,3,3,2,1,2
0.41923,0.10954,0.39917,0.72506,0.58747,2,1,2,2,3,2,3,2,1,1,1
0.83364,0.026393,0.041553,0.85971,0.68672,2,2,3,1,1,2,1,1,3,3,1
0.71369,0.39431,0.85562,0.52197,0.26238,1,2,3,1,2,1,2,3,1,1,2
0.36161,0.16967,0.0067722,0.91794,0.71862,3,1,2,1,2,1,2,3,3,3,5
0.78599,0.85875,0.022348,0.73493,0.17976,1,3,1,1,1,2,2,3,1,1,2
0.38086,0.12809,0.3129,0.52804,0.64538,2,1,2,2,3,3,1,3,3,2,5
0.092676,0.99672,0.042511,0.54037,0.73013,2,2,1,1,3,3,1,1,3,2,5
0.22918,0.113,0.58993,0.68668,0.30442,1,1,3,2,2,1,1,1,2,2,4
0.47407,0.13327,0.85178,0.51536,0.97287,1,2,3,1,1,1,1,1,3,2,3
0.81308,0.96489,0.6193,0.23506,0.53034,2,1,2,3,2,1,2,2,2,2,5
0.19431,0.49607,0.96923,0.81956,0.71802,2,2,2,1,3,1,3,3,1,3,2
0.14206,0.0093556,0.16675,0.09211,0.50096,1,1,2,1,3,3,1,3,1,2,5
0.64488,0.61035,0.18048,0.28251,0.86262,2,3,3,2,1,3,3,2,3,1,2
0.4785,0.6453,0.25017,0.94227,0.63314,2,2,2,3,2,3,2,1,1,1,1
0.27957,0.36025,0.14494,0.018166,0.47385,1,3,2,2,3,2,2,3,2,3,5
0.49676,0.23947,0.54203,0.45154,0.97265,1,1,2,2,3,1,3,2,3,2,4
0.4738,0.043725,0.28746,0.35224,0.73624,2,2,1,1,2,1,1,3,1,1,3
0.86978,0.79876,0.32254,0.2902,0.10473,1,1,3,1,3,1,2,1,2,2,4
0.44287,0.7242,0.71954,0.68104,0.43681,3,3,2,2,2,2,2,2,2,2,2
0.14926,0.44253,0.48121,0.16728,0.69262,3,3,3,3,2,3,3,2,2,2,2
0.51012,0.98165,0.56347,0.24236,0.80447,3,2,1,3,2,2,2,1,2,2,1
0.3232,0.60684,0.68252,0.40868,0.74881,3,1,1,1,3,3,3,1,3,2,5
0.031672,0.41945,0.017511,0.55608,0.60183,1,3,1,1,3,1,1,2,1,1,5
0.48119,0.49235,0.46335,0.12838,0.8235,3,3,3,3,1,2,1,2,2,2,1
0.90077,0.5644,0.27237,0.52575,0.30652,1,1,1,3,3,1,3,2,1,1,4
0.82706,0.52705,0.70481,0.36672,0.46015,1,1,1,3,2,1,3,1,3,3,5
0.31136,0.89814,0.24715,0.31434,0.40968,3,1,3,1,1,2,3,2,2,3,5
0.54362,0.7101,0.53937,0.32065,0.52752,3,2,2,2,2,1,2,2,1,3,5
0.048091,0.011401,0.67372,0.74488,0.15168,1,3,1,3,2,3,1,3,1,2,4
0.49331,0.227,0.10363,0.2938,0.48108,1,1,3,1,3,2,3,3,2,1,2
0.0015669,0.38446,0.61129,0.86897,0.60866,2,3,1,2,2,1,1,1,1,3,5
0.48882,0.60714,0.16489,0.075944,0.38597,2,1,3,3,3,1,2,2,3,2,5
0.531,0.97031,0.34033,0.12502,0.090207,2,3,2,1,2,2,1,3,3,1,1
0.54258,0.98488,0.13608,0.84965,0.23975,3,1,2,2,2,2,2,1,1,3,1
0.79217,0.38464,0.5153,0.21648,0.73165,1,3,3,2,1,2,2,3,1,3,3
0.58772,0.57315,0.27575,0.82323,0.98663,3,3,3,1,1,3,1,3,2,1,1
0.85901,0.095953,0.11488,0.97553,0.071675,1,2,1,3,1,2,3,3,1,2,4
0.096803,0.19724,0.073256,0.34387,0.757,2,3,2,3,3,2,3,1,1,2,5
0.89543,0.81154,0.58077,0.51258,0.76213,2,1,2,3,2,1,1,2,3,2,4
0.89341,0.8062,0.80924,0.12449,0.81471,3,3,1,1,1,3,3,3,2,2,2
0.80699,0.86232,0.70172,0.36198,0.10477,2,3,1,2,2,2,2,3,3,1,4
0.045084,0.35834,0.16624,0.58072,0.19649,2,1,1,2,3,3,2,2,1,2,2
0.049081,0.74329,0.6037,0.57598,0.65742,3,3,2,2,3,3,2,2,1,1,2
0.77648,0.33015,0.41913,0.31829,0.6665,2,3,3,2,2,2,1,3,1,2,3
0.097272,0.46766,0.33793,0.029954,0.75758,1,1,2,2,2,2,2,2,3,1,5
0.31748,0.30596,0.50852,0.81266,0.087044,2,3,2,1,3,2,2,1,3,2,1
0.15816,0.65693,0.9748,0.84394,0.45399,3,1,3,2,3,2,1,1,1,2,5
0.03729,0.11022,0.24873,0.88742,0.37721,1,2,2,2,1,3,3,2,2,1,3
0.92179,0.82734,0.065211,0.71128,0.95964,3,2,2,1,1,1,3,2,2,3,1
0.92315,0.1367,0.39906,0.56759,0.31695,3,2,1,1,3,3,2,2,3,1,3
0.75745,0.88957,0.39776,0.48658,0.62462,1,3,2,2,1,3,3,2,1,1,3
0.88582,0.76748,0.089475,0.86595,0.31549,2,3,1,2,3,2,2,1,3,3,2
0.48816,0.46329,0.71417,0.51522,0.99767,3,2,3,2,1,2,2,3,2,2,3
0.76833,0.62706,0.053021,0.089632,0.2478,3,2,1,1,1,2,1,3,1,1,1
0.20631,0.30412,0.67889,0.055151,0.58716,1,2,3,1,2,3,1,2,1,2,3
0.91754,0.75671,0.77478,0.53854,0.28312,3,3,3,1,2,3,1,3,2,3,3
0.89997,0.29808,0.26877,0.67135,0.42943,1,2,3,2,1,1,2,2,3,1,4
0.38701,0.61304,0.98041,0.68071,0.14035,1,2,1,3,2,3,1,1,2,2,4
0.28542,0.73081,0.49358,0.15783,0.21683,2,2,1,3,1,3,1,3,1,2,1
0.8767,0.38546,0.26697,0.90609,0.49714,1,3,3,3,3,1,3,2,1,1,2
0.69189,0.54907,0.18518,0.98528,0.32199,3,3,1,1,3,3,1,2,1,1,1
0.24332,0.18911,0.37579,0.34054,0.46332,2,2,1,3,2,2,1,1,1,1,5
0.060372,0.4954,0.65139,0.74371,0.71824,2,1,1,3,1,1,1,1,2,1,4
0.2304,0.77873,0.90212,0.89256,0.90746,3,1,3,2,1,3,2,2,1,2,1
0.014768,0.084575,0.37423,0.01785,0.51769,3,3,2,2,3,1,3,1,2,1,5
0.5333,0.95374,0.90303,0.70266,0.95655,2,2,1,3,3,1,1,3,1,3,4
0.48412,0.6822,0.80792,0.63104,0.80653,3,2,2,2,2,2,2,1,1,3,1
0.58877,0.089587,0.73696,0.88557,0.70084,1,3,2,2,1,3,1,3,1,3,3
0.49044,0.14164,0.91333,0.21287,0.63663,1,3,1,2,2,1,2,2,2,2,5
0.49146,0.20391,0.64738,0.92219,0.81888,3,1,2,1,2,2,3,1,1,2,1
0.15121,0.46251,0.99347,0.073062,0.17481,2,1,3,2,1,1,2,1,1,1,2
0.93439,0.64572,0.10985,0.9527,0.57795,3,1,1,1,2,1,3,1,3,3,5
0.51996,0.95043,0.30477,0.19634,0.57071,2,1,2,3,2,1,1,3,1,1,3
0.67561,0.404,0.96974,0.73217,0.51496,2,2,3,3,3,3,1,2,1,2,5
0.54519,0.90078,0.013662,0.4604,0.77064,1,2,3,1,2,1,3,1,3,1,4
0.21614,0.83949,0.96084,0.82435,0.38708,1,3,1,1,1,1,3,1,1,2,2
0.61849,0.2718,0.20934,0.93013,0.89925,2,3,1,2,2,2,2,1,3,3,1
0.38452,0.50911,0.058119,0.90055,0.16751,3,2,2,1,3,1,3,2,2,1,2
0.032555,0.70122,0.43592,0.8952,0.38337,1,1,1,3,2,2,1,2,2,1,3
0.2474,0.27874,0.50622,0.36816,0.73235,1,2,1,1,2,2,2,1,3,2,4
0.53613,0.014275,0.68111,0.31367,0.15512,2,2,2,1,1,3,3,2,3,2,1
0.10857,0.36107,0.28967,0.707,0.8778,1,3,3,2,1,2,1,2,3,2,4
0.97716,0.13426,0.99272,0.92192,0.84408,1,3,3,1,1,2,1,1,2,3,3
0.83312,0.21098,0.14106,0.27395,0.72724,2,3,2,1,1,3,3,2,1,3,2
0.27526,0.25199,0.026006,0.080997,0.8937,1,2,2,1,1,3,2,3,1,3,1
0.95065,0.42105,0.68427,0.44028,0.18637,2,1,1,1,1,1,3,2,1,2,2
0.23117,0.29589,0.17458,0.93022,0.61331,2,1,1,3,3,3,2,3,2,1,5
0.86364,0.94706,0.67098,0.11439,0.46974,2,2,3,1,3,3,1,2,1,1,3
0.42579,0.71857,0.56282,0.28858,0.66492,2,2,2,3,2,1,2,3,2,3,3
0.3887,0.54204,0.95699,0.77255,0.030801,3,1,3,2,1,1,1,2,1,2,4
0.70894,0.1158,0.2697,0.29638,0.67128,3,2,2,2,3,3,3,3,2,2,5
0.44476,0.98175,0.60145,0.49635,0.84999,3,2,1,2,3,3,2,2,3,2,1
0.17409,0.1687,0.1358,0.97037,0.66161,1,2,2,1,1,3,1,3,2,1,1
0.67014,0.022308,0.12416,0.84475,0.53856,2,2,3,2,2,3,3,3,2,1,1
0.74197,0.13379,0.018635,0.87821,0.31109,1,1,3,3,2,1,2,3,3,2,4
0.19106,0.33234,0.40845,0.16495,0.48497,1,1,1,1,3,3,2,1,2,3,5
0.072711,0.4784,0.52983,0.026096,0.13428,3,3,1,2,2,2,2,2,3,3,2
0.99666,0.30291,0.38318,0.60193,0.63369,3,2,1,2,2,3,1,1,1,3,5
0.44503,0.1577,0.62351,0.48756,0.34653,3,1,2,2,2,1,2,1,3,3,4
0.17534,0.73171,0.87843,0.60505,0.75391,2,1,3,2,2,1,3,3,3,2,4
0.37568,0.9422,0.2718,0.56172,0.98205,1,3,2,3,3,3,2,2,1,1,1
0.50183,0.31316,0.9921,0.15825,0.60511,1,1,3,1,2,3,2,3,2,1,5
0.11469,0.08627,0.45944,0.48028,0.15608,3,3,1,3,3,1,3,3,2,1,4
0.86881,0.26122,0.10259,0.83184,0.98092,3,2,2,3,1,3,1,3,2,1,4
0.63473,0.040402,0.22931,0.35021,0.22087,3,2,1,2,3,3,3,3,1,3,1
0.94337,0.37484,0.15496,0.42992,0.72294,3,2,3,2,1,1,2,3,3,2,4
0.24604,0.6289,0.9149,0.16838,0.36609,2,1,1,3,1,3,3,1,1,3,5
0.75558,0.1628,0.49073,0.95029,0.067901,1,3,3,2,1,3,2,2,3,1,3
0.53115,0.59855,0.18212,0.53452,0.93332,2,2,2,2,2,3,1,2,3,2,4
0.038591,0.55354,0.41876,0.96323,0.095171,3,2,3,1,1,2,2,3,3,1,3
0.55112,0.46033,0.38054,0.86444,0.97173,2,3,2,3,3,2,3,2,1,3,2
0.7807,0.71521,0.3463,0.26437,0.28316,3,3,2,1,2,2,3,2,3,2,2
0.58696,0.76847,0.17363,0.93895,0.10871,2,2,2,2,3,3,1,3,2,2,1
0.73035,0.58043,0.25526,0.55016,0.8424,1,2,2,3,1,1,2,3,3,1,4
0.20773,0.20473,0.089101,0.88204,0.1337,2,3,3,2,1,1,1,3,1,2,4
0.40074,0.43725,0.26842,0.55859,0.9779,1,2,1,3,1,2,2,3,1,1,2
0.73177,0.65703,0.52703,0.60764,0.6602,1,1,2,1,3,3,2,2,3,2,5
0.19352,0.60946,0.45972,0.94942,0.6889,1,1,1,3,3,1,3,3,1,2,5
0.088773,0.47296,0.66705,0.11951,0.37442,3,1,1,2,3,1,1,1,3,3,5
0.20586,0.49449,0.2413,0.16707,0.12514,1,3,1,2,2,1,1,2,1,3,2
0.063665,0.76594,0.74637,0.90143,0.47289,2,3,1,1,3,1,1,1,3,3,5
0.65545,0.69342,0.64553,0.48601,0.24656,2,3,2,1,1,2,2,1,1,1,2
0.78735,0.98457,0.94444,0.71084,0.8154,2,3,2,1,1,3,1,1,1,2,1
0.97983,0.62953,0.059063,0.84849,0.42535,1,1,2,1,3,3,3,1,1,3,5
0.52421,0.57734,0.0048072,0.91562,0.43024,3,1,3,3,2,1,2,3,3,2,5
0.4836,0.73031,0.35177,0.74726,0.90133,1,2,1,3,3,3,2,2,2,2,4
0.97896,0.32313,0.20938,0.1708,0.71736,2,2,2,1,1,3,2,3,1,1,2
0.62129,0.87333,0.19905,0.56207,0.15622,2,3,3,3,1,3,1,2,3,2,4
0.43958,0.96067,0.96871,0.89104,0.99803,1,1,1,2,1,2,1,3,3,1,1
0.63366,0.25478,0.93434,0.4821,0.58075,2,1,2,2,2,1,3,1,2,3,5
0.5276,0.26952,0.13833,0.79981,0.96264,3,1,3,3,2,1,1,2,3,1,4
0.70398,0.52321,0.46685,0.068001,0.22739,1,1,2,2,2,3,2,3,2,3,3
0.58189,0.6721,0.12088,0.85527,0.6083,3,3,2,3,1,3,2,3,2,1,1
0.35067,0.28149,0.43337,0.33733,0.80852,3,3,3,1,2,3,1,1,3,1,1
0.26496,0.7588,0.67499,0.66404,0.52721,2,2,2,1,2,1,2,3,3,2,5
0.19452,0.61977,0.35915,0.52643,0.79651,2,1,3,3,2,3,2,3,3,1,4
0.073983,0.78426,0.70628,0.064993,0.54641,3,3,3,3,3,3,3,3,1,2,5
0.79159,0.50978,0.97439,0.18634,0.069708,1,2,3,3,2,3,1,1,1,1,2
0.035126,0.74707,0.88988,0.44847,0.87242,2,1,3,2,2,3,2,1,1,3,3
0.86168,0.64063,0.67618,0.31055,0.074206,2,3,1,2,3,1,3,3,2,3,2
0.47381,0.85825,0.44581,0.42385,0.94378,3,3,2,3,1,3,2,2,2,1,1
0.92684,0.42166,0.84672,0.79087,0.89879,3,3,2,3,3,3,2,1,1,3,4
0.46341,0.68375,0.74554,0.34261,0.91294,2,2,1,2,1,3,3,2,1,3,1
0.090934,0.72629,0.011024,0.34535,0.16127,3,3,3,1,1,2,3,1,1,1,2
0.20564,0.75821,0.65126,0.73848,0.8213,2,1,3,1,1,2,1,2,1,2,3
0.40965,0.40587,0.63539,0.73325,0.94177,3,2,3,1,2,2,2,2,2,2,3
0.77135,0.41654,0.65672,0.79774,0.75951,2,2,2,1,1,3,1,1,2,2,3
0.061917,0.9864,0.80877,0.71164,0.23762,3,1,2,2,3,1,3,2,2,3,4
0.15542,0.93347,0.062243,0.72816,0.38477,1,2,1,2,2,3,1,2,2,3,5
0.49272,0.79903,0.70319,0.42743,0.9663,2,1,2,2,1,2,1,1,3,2,4
0.32333,0.96704,0.43198,0.58841,0.21609,3,3,3,2,2,3,1,3,1,3,3
0.094217,0.56364,0.96202,0.45254,0.26788,3,2,3,2,3,2,3,2,2,1,2
0.16135,0.40545,0.17195,0.73733,0.88176,1,3,3,2,1,3,1,1,2,2,4
0.94059,0.34796,0.57487,0.8651,0.71433,3,3,3,3,3,2,3,3,2,3,3
0.099682,0.12204,0.66473,0.88354,0.11756,1,2,3,1,2,2,1,3,3,2,3
0.85616,0.080009,0.22022,0.66336,0.52002,1,1,3,1,3,3,3,2,3,3,5
0.34267,0.86299,0.90128,0.11469,0.69103,1,3,3,2,3,1,1,1,1,1,5
0.54888,0.22468,0.31681,0.99299,0.3542,3,2,1,3,1,2,3,2,1,3,1
0.88024,0.91555,0.78228,0.061452,0.67938,3,2,3,2,1,3,1,3,1,1,3
0.82825,0.34751,0.99311,0.17599,0.98419,2,2,1,1,2,2,3,3,3,3,2
0.80836,0.35978,0.73508,0.6547,0.42149,3,2,2,3,3,2,2,1,1,3,5
0.67446,0.49885,0.96881,0.56753,0.40687,3,1,2,1,2,2,2,2,2,2,1
0.41856,0.8487,0.53547,0.13277,0.045807,3,3,2,3,2,3,3,1,3,1,1
0.4076,0.43797,0.32848,0.67904,0.021946,2,3,1,3,3,2,1,3,3,2,4
0.21206,0.046004,0.7201,0.80887,0.53114,1,3,2,1,2,1,1,2,3,1,3
0.50353,0.035687,0.61328,0.62484,0.43657,1,1,2,1,1,3,2,1,1,3,5
0.42839,0.23358,0.0011953,0.97941,0.79285,3,3,1,3,3,1,2,3,1,1,5
0.029565,0.35808,0.82677,0.71947,0.73161,1,1,2,2,1,1,1,3,3,2,4
0.43149,0.87266,0.14029,0.082432,0.44067,3,3,3,1,3,2,2,3,1,1,1
0.87827,0.21092,0.85715,0.9235,0.04158,3,3,2,1,2,3,3,3,3,1,1
0.72403,0.64631,0.91524,0.70429,0.93185,3,1,1,1,1,2,1,2,2,3,1
0.97295,0.24113,0.72757,0.4599,0.0273,1,1,2,1,1,2,3,3,1,2,3
0.65333,0.70088,0.04029,0.81971,0.072295,3,2,1,2,3,3,3,1,1,1,1
0.99472,0.64228,0.31562,0.31376,0.025336,1,3,1,3,2,1,3,1,1,3,2
0.84204,0.5049,0.21893,0.042078,0.65633,3,2,3,3,1,2,1,3,2,3,1
0.023287,0.55159,0.6139,0.57783,0.91251,3,3,3,3,3,3,1,1,2,3,4
0.034471,0.59021,0.60238,0.48758,0.59535,1,3,2,1,2,1,1,1,3,3,5
0.84185,0.23186,0.98206,0.50656,0.75832,2,2,2,2,3,1,2,2,2,3,4
0.42371,0.92012,0.76403,0.055508,0.57101,3,1,2,3,3,3,1,2,1,1,1
0.088161,0.89114,0.66806,0.39873,0.19964,2,2,1,3,3,2,1,3,3,2,4
0.321,0.24817,0.13972,0.26162,0.30996,1,3,3,2,3,2,3,3,1,1,2
0.6544,0.87171,0.89591,0.22536,0.72224,2,2,1,1,1,3,3,3,1,1,1
0.17795,0.33801,0.98208,0.19762,0.92141,2,2,3,3,1,2,2,3,2,2,2
0.96472,0.56338,0.35584,0.54132,0.78676,1,1,3,3,3,2,1,1,1,3,5
0.14098,0.89696,0.79718,0.90443,0.21876,2,1,1,2,3,2,1,3,3,3,5
0.46398,0.78113,0.52101,0.47541,0.32038,2,3,2,1,3,1,1,1,1,3,5
0.0041254,0.87583,0.2674,0.27432,0.8113,3,3,2,1,1,3,3,2,3,3,4
0.4565,0.67023,0.39177,0.87005,0.98966,3,2,1,1,1,2,1,1,2,3,1
0.00042216,0.51536,0.48945,0.69038,0.59452,3,1,1,3,3,1,3,1,3,2,5
0.82681,0.1363,0.77296,0.85853,0.34506,3,2,3,3,1,1,2,1,3,1,3
0.34554,0.93581,0.87515,0.13926,0.22368,1,1,3,2,2,1,2,1,1,2,3
0.8089,0.999,0.74673,0.85193,0.78785,1,1,2,2,1,1,1,1,3,1,3
0.20907,0.26009,0.060109,0.97328,0.5552,2,1,1,3,3,3,1,3,2,1,5
0.65382,0.04776,0.96799,0.29969,0.66296,3,3,1,3,2,3,1,2,1,1,1
0.76625,0.54747,0.80072,0.11555,0.10767,2,1,2,1,2,1,2,3,2,2,1
0.1384,0.69085,0.19085,0.29098,0.005253,1,3,3,1,2,1,3,1,3,1,2
0.39797,0.36093,0.98204,0.72245,0.31775,3,2,1,1,1,3,1,1,1,3,1
0.25387,0.80867,0.91163,0.38908,0.93847,3,2,3,1,3,1,2,1,1,1,3
0.27463,0.12891,0.020478,0.15056,0.66808,2,2,2,2,1,2,3,1,3,1,1
0.8221,0.3734,0.82801,0.63967,0.20369,1,1,1,3,2,3,1,3,1,2,4
0.53868,0.50657,0.65734,0.0803,0.40928,2,2,2,2,2,1,1,2,2,2,3
0.3066,0.68995,0.77285,0.022576,0.57841,3,1,3,2,2,2,3,2,2,1,3
0.16639,0.38763,0.88399,0.19272,0.7521,3,1,3,3,1,3,3,3,1,3,2
0.97741,0.7276,0.075078,0.88351,0.41099,2,2,1,2,3,1,3,1,2,2,5
0.89202,0.51121,0.83123,0.17552,0.638,3,3,1,1,3,3,1,2,3,1,5
0.97469,0.14471,0.54375,0.042853,0.48645,2,2,1,1,1,3,2,2,1,1,3
0.40764,0.30839,0.84207,0.49248,0.79402,3,2,2,2,3,3,1,1,2,1,1
0.89974,0.57623,0.70401,0.76,0.079188,1,1,1,3,3,1,1,2,2,3,4
0.31204,0.80365,0.3007,0.3808,0.77401,2,1,1,2,3,2,2,3,3,3,4
0.98282,0.48427,0.42014,0.14646,0.32365,3,1,1,1,1,2,1,3,3,1,3
0.69043,0.90202,0.82858,0.90292,0.62526,2,2,3,1,1,3,1,3,3,2,3
0.71573,0.85738,0.43283,0.47991,0.33139,3,3,2,3,3,3,1,2,2,2,1
0.27799,0.78425,0.77166,0.79377,0.69941,1,2,3,3,1,3,1,2,1,3,3
0.54712,0.46451,0.57726,0.35246,0.17363,2,3,1,1,1,1,1,1,2,2,4
0.42998,0.74611,0.6997,0.7197,0.7695,3,3,2,2,2,3,3,3,3,3,1
0.1275,0.10595,0.36244,0.83455,0.34193,1,2,2,2,2,3,3,2,1,2,3
0.38783,0.36397,0.93673,0.0083575,0.3392,3,2,3,1,1,1,1,2,3,2,5
0.28846,0.027473,0.92461,0.46107,0.75691,2,3,2,1,2,1,1,1,2,3,5
0.21971,0.050189,0.29082,0.50853,0.57672,2,1,2,2,2,3,2,3,2,1,4
0.86611,0.71591,0.29334,0.17115,0.4348,3,1,3,2,2,3,1,2,2,2,5
0.74494,0.30869,0.56131,0.27044,0.78382,2,3,2,2,2,1,3,1,1,1,2
0.43436,0.99052,0.38251,0.20265,0.55443,1,1,2,2,2,1,1,2,3,3,5
0.29501,0.98672,0.20061,0.88561,0.71907,3,1,2,1,1,2,2,2,3,2,1
0.20029,0.5616,0.14306,0.64706,0.88835,2,2,2,2,2,1,3,3,3,2,2
0.671,0.34421,0.66328,0.96431,0.23645,3,3,2,3,2,3,3,1,2,1,1
0.59887,0.98637,0.29192,0.30874,0.63419,3,3,3,1,2,1,3,2,1,3,5
0.17136,0.0033172,0.67554,0.23593,0.40491,3,2,3,3,2,2,1,2,3,2,3
0.70095,0.51615,0.81071,0.80362,0.31405,2,3,1,1,3,1,2,1,1,3,2
0.15461,0.17441,0.57376,0.26886,0.8538,3,2,2,3,2,1,1,1,2,1,3
0.14607,0.37335,0.20386,0.45587,0.49237,1,2,2,3,1,2,2,3,1,2,2
0.97646,0.75617,0.70793,0.4171,0.23251,1,2,2,2,2,1,3,3,3,1,4
0.70427,0.38472,0.9676,0.30073,0.63343,3,3,1,2,1,1,3,1,1,3,2
0.84812,0.95317,0.54165,0.36695,0.4032,1,3,3,3,1,2,1,1,1,3,5
0.56238,0.85904,0.83303,0.35358,0.97727,2,3,2,2,2,1,2,3,3,3,4
0.87692,0.16645,0.56565,0.22686,0.24027,1,1,3,1,2,3,3,1,2,1,3
